state,year,month,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,Coal,Solar,Total Generation,Wind
Arunachal Pradesh,2024,7,30.99322580645161,25.00258064516129,84.74,441.58,0.0,0.0349999999999999,603.55,0.0
Arunachal Pradesh,2024,8,30.90903225806452,24.51451612903226,84.26677419354839,352.6,0.0,0.05,516.87,0.0
Arunachal Pradesh,2024,9,31.354333333333333,24.698,79.92133333333332,170.57,0.0,0.075,440.15,0.0
Arunachal Pradesh,2024,10,27.031935483870967,20.318064516129034,85.47419354838709,211.1,0.0,0.0699999999999999,569.17,0.0
Arunachal Pradesh,2024,11,24.180333333333333,15.779,80.30566666666667,3.3,0.0,0.08,329.22,0.0
Arunachal Pradesh,2024,12,20.48354838709677,10.634193548387096,77.04387096774194,0.5800000000000001,0.0,0.09,222.34,0.0
Arunachal Pradesh,2025,1,20.32,11.29,77.46,0.0,0.0,0.105,142.54,0.0
Assam,2024,1,21.754516129032258,9.438387096774193,76.0125806451613,2.94,226.62,15.005,748.0,0.0
Assam,2024,2,24.056206896551725,10.79551724137931,68.25655172413794,13.740000000000002,168.445,13.83,600.84,0.0
Assam,2024,3,28.850967741935484,14.953548387096774,61.774193548387096,108.45,247.105,15.57,794.41,0.0
Assam,2024,4,33.815666666666665,19.96466666666667,59.247,63.29,260.345,16.045,819.47,0.0
Assam,2024,5,33.54064516129032,22.25032258064516,70.16290322580646,389.38,227.45,15.235,852.47,0.0
Assam,2024,6,33.114333333333335,24.417,81.10066666666667,606.92,224.63,11.485,876.59,0.0
Assam,2024,7,33.53193548387097,25.24967741935484,83.07354838709678,350.02,247.41000000000005,14.375,913.11,0.0
Assam,2024,8,32.0841935483871,24.25032258064516,84.67483870967742,338.15,230.06,14.395,841.99,0.0
Assam,2024,9,32.71333333333333,24.086333333333336,82.43666666666667,140.2,243.29,15.56,854.13,0.0
Assam,2024,10,29.273225806451613,20.758387096774197,85.5209677419355,169.6,251.955,10.895,881.79,0.0
Assam,2024,11,26.25933333333333,15.52,81.43866666666666,1.48,198.695,15.205,733.62,0.0
Assam,2024,12,22.441290322580645,10.359354838709676,80.07032258064515,0.08,179.255,15.260000000000002,712.46,0.0
Assam,2025,1,21.43,10.39,84.32,0.0,225.17,13.995,788.7,0.0
Bihar,2024,1,23.364193548387096,8.994193548387097,53.50645161290323,0.71,2342.675,8.120000000000001,4626.83,0.0
Bihar,2024,2,27.905862068965515,12.352758620689656,43.93758620689656,17.3,2641.225,8.1,5223.83,0.0
Bihar,2024,3,34.15903225806452,17.25741935483871,35.99903225806452,23.15,2712.25,11.575,5367.25,0.0
Bihar,2024,4,41.86266666666667,25.350666666666665,20.76333333333333,1.39,2775.3900000000003,11.345,5475.15,0.0
Bihar,2024,5,41.30193548387096,27.806129032258063,35.111612903225804,44.61,2729.365,12.265,5383.26,0.0
Bihar,2024,6,43.47366666666667,31.615666666666662,37.57966666666667,58.35,2731.525,16.115000000000002,5395.28,0.0
Bihar,2024,7,35.88967741935484,28.288387096774198,73.25322580645161,187.67,2463.945,14.655,4860.69,0.0
Bihar,2024,8,32.80935483870968,26.61870967741936,83.21000000000001,240.23,2401.17,14.54,4735.77,0.0
Bihar,2024,9,32.135666666666665,25.884666666666664,85.04066666666667,159.44,2442.68,14.375,4818.41,0.0
Bihar,2024,10,32.50677419354839,22.97870967741936,76.13193548387098,6.46,2782.685,12.81,5492.64,0.0
Bihar,2024,11,30.069000000000003,16.997333333333334,60.382,0.0,2495.675,12.6,4919.34,0.0
