state,year,month,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,Coal,Solar,Total Generation,Wind
Bihar,2024,12,26.10903225806452,11.595806451612903,55.54741935483871,0.02,2365.5,12.965,4685.25,0.0
Bihar,2025,1,23.37,8.51,50.62,0.0,2353.0550000000003,13.315,4662.62,0.0
Chhattisgarh,2024,1,25.33225806451613,11.328064516129032,71.12161290322581,6.45,7339.115000000001,39.725,14810.0,0.0
Chhattisgarh,2024,2,30.43793103448276,14.777241379310343,56.76862068965517,10.89,6753.44,56.175,13650.29,0.0
Chhattisgarh,2024,3,35.476129032258065,18.8,41.59516129032258,36.46,7193.525,65.95,14554.64,0.0
Chhattisgarh,2024,4,40.217,24.67533333333333,35.983,37.67,7312.34,68.875,14798.6,0.0
Chhattisgarh,2024,5,42.17903225806452,27.806451612903224,31.60935483870968,25.65,7713.375,77.255,15618.87,0.0
Chhattisgarh,2024,6,38.757,28.585,53.61533333333333,174.44,7244.330000000001,61.795,14628.62,0.0
Chhattisgarh,2024,7,32.11838709677419,25.21741935483871,82.41193548387096,418.92,6751.26,43.715,13660.63,0.0
Chhattisgarh,2024,8,29.52516129032258,24.39032258064516,89.68387096774192,381.02,6127.355,49.545,12461.34,0.0
Chhattisgarh,2024,9,30.20533333333333,24.23733333333333,88.32533333333335,237.61,6076.145,61.105,12410.95,0.0
Chhattisgarh,2024,10,30.184516129032257,21.87451612903226,83.22806451612904,12.11,6720.53,64.355,13711.26,0.0
Chhattisgarh,2024,11,26.26033333333333,14.621333333333332,75.28733333333334,0.59,6381.01,57.68,12930.06,0.0
Chhattisgarh,2024,12,25.306451612903224,12.68516129032258,74.78999999999999,5.890000000000001,7216.49,62.365,14624.13,0.0
Chhattisgarh,2025,1,24.02,8.76,56.63,0.0,7653.76,64.73,15520.41,0.0
Delhi,2024,1,21.346129032258062,6.265806451612904,49.89870967741936,2.43,0.0,10.565,439.33,0.0
Delhi,2024,2,25.341379310344827,9.359655172413794,43.32344827586207,21.950000000000003,0.0,11.12,342.0,0.0
Delhi,2024,3,32.10225806451613,14.601290322580644,33.15774193548388,19.23,0.0,11.74,274.56,0.0
Delhi,2024,4,38.72533333333333,22.81833333333333,22.787666666666667,4.01,0.0,11.03,355.23,0.0
Delhi,2024,5,44.18225806451613,27.94645161290323,18.50225806451613,0.49,0.0,9.645,827.09,0.0
Delhi,2024,6,43.85733333333334,31.40033333333333,30.693666666666665,74.8,0.0,9.655,819.84,0.0
Delhi,2024,7,36.22677419354839,27.78258064516129,72.15612903225806,217.95,0.0,10.21,536.27,0.0
Delhi,2024,8,32.185483870967744,25.79258064516129,84.96032258064515,193.11,0.0,10.57,437.94,0.0
Delhi,2024,9,31.705,24.665000000000003,83.81933333333333,277.87,0.0,11.33,315.89,0.0
Delhi,2024,10,32.14645161290323,19.81677419354839,67.70354838709677,0.16,0.0,10.935,369.72,0.0
Delhi,2024,11,28.812666666666665,14.822333333333336,54.82,0.0,0.0,13.49,176.14,0.0
Delhi,2024,12,23.116451612903223,8.423225806451613,49.27322580645161,16.14,0.0,18.23,89.41,0.0
Delhi,2025,1,22.69,4.7,45.72,0.0,0.0,14.18,154.31,0.0
