State,year,month,Coal,Solar,Total Generation,Wind
Nagaland,2022,2,0.0,0.0,7.08,0.0
Nagaland,2022,3,0.0,0.0,6.39,0.0
Nagaland,2022,4,0.0,0.0,5.17,0.0
Nagaland,2022,5,0.0,0.0,21.51,0.0
Nagaland,2022,6,0.0,0.0,33.12,0.0
Nagaland,2022,7,0.0,0.0,48.78,0.0
Nagaland,2022,8,0.0,0.0,34.71,0.0
Nagaland,2022,9,0.0,0.0,44.06,0.0
Nagaland,2022,10,0.0,0.0,36.38,0.0
Nagaland,2022,11,0.0,0.0,21.33,0.0
Nagaland,2022,12,0.0,0.0,21.47,0.0
Nagaland,2023,1,0.0,0.0,8.47,0.0
Nagaland,2023,2,0.0,0.0,7.48,0.0
Nagaland,2023,3,0.0,0.0,6.84,0.0
Nagaland,2023,4,0.0,0.0,4.65,0.0
Nagaland,2023,5,0.0,0.0,5.55,0.0
Nagaland,2023,6,0.0,0.0,14.07,0.0
Nagaland,2023,7,0.0,0.0,41.4,0.0
Nagaland,2023,8,0.0,0.0,65.89,0.0
Nagaland,2023,9,0.0,0.0,46.95,0.0
Nagaland,2023,10,0.0,0.0,26.67,0.0
Nagaland,2023,11,0.0,0.0,11.92,0.0
Nagaland,2023,12,0.0,0.0,11.36,0.0
Nagaland,2024,1,0.0,0.0,7.53,0.0
Nagaland,2024,2,0.0,0.0,5.86,0.0
Nagaland,2024,3,0.0,0.0,4.76,0.0
Nagaland,2024,4,0.0,0.0,7.86,0.0
Nagaland,2024,5,0.0,0.0,5.97,0.0
Nagaland,2024,6,0.0,0.0,23.54,0.0
Nagaland,2024,7,0.0,0.0,63.94,0.0
Nagaland,2024,8,0.0,0.0,69.52,0.0
Nagaland,2024,9,0.0,0.0,60.72,0.0
Nagaland,2024,10,0.0,0.0,23.65,0.0
Nagaland,2024,11,0.0,0.0,20.74,0.0
Nagaland,2024,12,0.0,0.0,20.19,0.0
Nagaland,2025,1,0.0,0.0,7.54,0.0
Nagaland,2025,2,0.0,0.0,5.83,0.0
Nagaland,2025,3,0.0,0.0,4.15,0.0
Nagaland,2025,4,0.0,0.0,3.44,0.0
Nagaland,2025,5,0.0,0.0,7.66,0.0
Nagaland,2025,6,0.0,0.0,26.92,0.0
Nagaland,2025,7,0.0,0.0,47.02,0.0
Nagaland,2025,8,0.0,0.0,64.12,0.0
Nagaland,2025,9,0.0,0.0,68.81,0.0
Odisha,2019,1,1713.015,11.950000000000001,3743.69,5.085
Odisha,2019,2,1674.6200000000001,12.225,3692.99,6.29
Odisha,2019,3,1955.9350000000002,13.405000000000001,4403.82,6.185
Odisha,2019,4,1848.71,18.735,4218.08,8.455
Odisha,2019,5,1788.9199999999998,21.4,4172.33,9.709999999999999
Odisha,2019,6,1686.4950000000001,18.325,3797.3,9.835
Odisha,2019,7,1689.6149999999998,14.1,3829.83,0.0
Odisha,2019,8,1080.075,8.205,2991.47,0.0
Odisha,2019,9,1318.13,9.48,3425.4,0.0
Odisha,2019,10,1581.55,16.904999999999998,3973.1,0.0
Odisha,2019,11,1890.915,12.695,4211.17,0.0
Odisha,2019,12,2031.805,13.184999999999999,4436.34,0.0
Odisha,2020,1,2020.31,15.5,4454.0,0.0
Odisha,2020,2,2037.3149999999998,16.005,4495.82,0.0
Odisha,2020,3,2292.885,21.01,5032.71,0.0
Odisha,2020,4,2204.295,20.67,5012.25,0.0
Odisha,2020,5,2416.6,21.175,5472.09,0.0
Odisha,2020,6,2223.285,16.22,4992.53,0.0
Odisha,2020,7,2394.775,16.925,5542.57,0.0
Odisha,2020,8,2299.56,11.455,5321.75,0.0
Odisha,2020,9,2234.935,18.12,5202.92,0.0
Odisha,2020,10,2479.95,19.470000000000002,5726.77,0.0
Odisha,2020,11,2192.28,19.525000000000002,4884.05,0.0
Odisha,2020,12,2556.165,22.544999999999998,5354.75,0.0
Odisha,2021,1,2376.915,24.855,5112.4,0.0
Odisha,2021,2,2284.645,23.57,4953.8,0.0
Odisha,2021,3,2466.29,28.135,5368.3,0.0
Odisha,2021,4,2304.605,28.8,5004.62,0.0
Odisha,2021,5,2499.9,28.4,5339.74,0.0
Odisha,2021,6,2407.185,21.134999999999998,5235.25,0.0
Odisha,2021,7,2537.295,20.385,5628.95,0.0
Odisha,2021,8,2545.6200000000003,23.725,5756.45,0.0
Odisha,2021,9,2754.375,21.299999999999997,6081.82,0.0
Odisha,2021,10,2511.0950000000003,26.715,5767.38,0.0
Odisha,2021,11,2715.705,23.115,5781.92,0.0
Odisha,2021,12,2323.69,22.94,4891.68,0.0
Odisha,2022,1,2494.355,26.279999999999998,5260.34,0.0
Odisha,2022,2,2517.35,31.029999999999998,5313.24,0.0
Odisha,2022,3,3012.835,33.505,6411.62,0.0
Odisha,2022,4,2708.8700000000003,31.325,5896.42,0.0
Odisha,2022,5,2719.0049999999997,34.28,5761.09,0.0
Odisha,2022,6,2621.3199999999997,26.225,5439.24,0.0
Odisha,2022,7,2633.01,23.244999999999997,5744.69,0.0
Odisha,2022,8,2606.185,24.125,5922.29,0.0
Odisha,2022,9,2579.4700000000003,27.485,6056.42,0.0
Odisha,2022,10,2819.6949999999997,30.085,6471.49,0.0
Odisha,2022,11,2574.0,31.53,5586.98,0.0
Odisha,2022,12,2939.29,30.635,6091.47,0.0
Odisha,2023,1,2889.8199999999997,31.720000000000002,6116.21,0.0
Odisha,2023,2,2768.375,35.28,5885.49,0.0
Odisha,2023,3,3122.485,33.11,6557.37,0.0
Odisha,2023,4,2888.55,35.035000000000004,6148.14,0.0
Odisha,2023,5,3046.01,37.625,6502.5,0.0
Odisha,2023,6,2666.215,30.59,5748.39,0.0
Odisha,2023,7,2415.1099999999997,25.575,5549.81,0.0
Odisha,2023,8,2138.9950000000003,27.63,5140.17,0.0
Odisha,2023,9,2647.1349999999998,24.485,6047.91,0.0
Odisha,2023,10,2964.21,35.515,6814.34,0.0
Odisha,2023,11,3019.9249999999997,31.834999999999997,6424.76,0.0
Odisha,2023,12,2929.645,30.63,6123.91,0.0
Odisha,2024,1,2924.6899999999996,31.64,6294.02,0.0
Odisha,2024,2,2799.9399999999996,35.905,6037.88,0.0
Odisha,2024,3,2976.295,38.595,6348.93,0.0
Odisha,2024,4,2851.57,37.385,6149.99,0.0
Odisha,2024,5,2920.7250000000004,41.125,6230.87,0.0
Odisha,2024,6,2602.625,35.265,5583.94,0.0
Odisha,2024,7,2703.015,22.88,5924.32,0.0
Odisha,2024,8,2749.515,27.13,6252.31,0.0
Odisha,2024,9,2705.04,29.125,6388.58,0.0
Odisha,2024,10,3069.7400000000002,34.685,7212.5,0.0
Odisha,2024,11,3115.4700000000003,33.875,6762.3,0.0
Odisha,2024,12,3186.65,28.525000000000002,6635.86,0.0
Odisha,2025,1,2969.15,28.545,6284.04,0.0
Odisha,2025,2,2696.3450000000003,36.76,5776.28,0.0
Odisha,2025,3,3260.405,44.295,6961.29,0.0
Odisha,2025,4,3230.695,42.565,6907.28,0.0
Odisha,2025,5,3183.495,42.86,6709.94,0.0
Odisha,2025,6,2825.13,32.855000000000004,6099.69,0.0
Odisha,2025,7,2580.6800000000003,27.73,6031.1,0.0
Odisha,2025,8,2709.665,33.585,6307.43,0.0
Odisha,2025,9,2351.3650000000002,34.035000000000004,5672.77,0.0
Others,2019,1,0.0,0.0,0.0,0.0
Others,2019,2,0.0,0.0,0.0,0.0
Others,2019,3,0.0,0.0,0.0,0.0
Others,2019,4,0.0,0.0,0.0,0.0
Others,2019,5,0.0,0.0,0.0,0.0
Others,2019,6,0.0,0.0,0.0,0.0
Others,2019,7,0.0,0.0,0.0,0.0
Others,2019,8,0.0,0.0,0.0,0.0
Others,2019,9,0.0,0.0,0.0,0.0
Others,2019,10,0.0,0.0,0.0,0.0
Others,2019,11,0.0,0.0,0.0,0.0
Others,2019,12,0.0,0.0,0.0,0.0
Others,2020,1,0.0,0.0,0.0,0.0
Others,2020,2,0.0,0.0,0.0,0.0
Others,2020,3,0.0,0.0,0.0,0.0
Others,2020,4,0.0,0.0,0.0,0.0
Others,2020,5,0.0,0.0,0.0,0.0
Others,2020,6,0.0,0.0,0.0,0.0
Others,2020,7,0.0,0.0,0.0,0.0
Others,2020,8,0.0,0.0,0.0,0.0
Others,2020,9,0.0,0.0,0.0,0.0
Others,2020,10,0.0,0.0,0.0,0.0
Others,2020,11,0.0,0.0,0.0,0.0
Others,2020,12,0.0,0.0,0.0,0.0
Others,2021,1,0.0,0.0,0.0,0.0
Others,2021,2,0.0,0.0,0.0,0.0
Others,2021,3,0.0,0.0,0.0,0.0
Others,2021,4,0.0,0.0,0.0,0.0
Others,2021,5,0.0,0.0,0.0,0.0
Others,2021,6,0.0,0.0,0.0,0.0
Others,2021,7,0.0,0.0,0.0,0.0
Others,2021,8,0.0,0.0,0.0,0.0
Others,2021,9,0.0,0.0,0.0,0.0
Others,2021,10,0.0,0.0,0.0,0.0
Others,2021,11,0.0,0.0,0.0,0.0
Others,2021,12,0.0,0.0,0.0,0.0
Others,2022,1,0.0,0.0,0.0,0.0
Others,2022,2,0.0,0.0,0.0,0.0
Others,2022,3,0.0,0.0,0.0,0.0
Others,2022,4,0.0,0.0,0.0,0.0
Others,2022,5,0.0,0.0,0.0,0.0
Others,2022,6,0.0,0.0,0.0,0.0
Others,2022,7,0.0,0.0,0.0,0.0
Others,2022,8,0.0,0.0,0.0,0.0
Puducherry,2019,1,0.0,1.315,9.57,0.0
Puducherry,2019,2,0.0,0.745,18.25,0.0
Puducherry,2019,3,0.0,0.6849999999999999,21.31,0.0
Puducherry,2019,4,0.0,0.765,21.43,0.0
Puducherry,2019,5,0.0,0.715,22.23,0.0
Puducherry,2019,6,0.0,0.805,20.16,0.0
Puducherry,2019,7,0.0,1.145,19.32,0.0
Puducherry,2019,8,0.0,1.02,22.17,0.0
Puducherry,2019,9,0.0,1.02,22.09,0.0
Puducherry,2019,10,0.0,1.015,22.29,0.0
Puducherry,2019,11,0.0,1.105,20.78,0.0
Puducherry,2019,12,0.0,1.015,22.24,0.0
Puducherry,2020,1,0.0,1.0,22.68,0.0
Puducherry,2020,2,0.0,1.045,21.54,0.0
Puducherry,2020,3,0.0,0.99,23.0,0.0
Puducherry,2020,4,0.0,1.05,21.39,0.0
Puducherry,2020,5,0.0,1.05,21.37,0.0
Puducherry,2020,6,0.0,1.07,20.93,0.0
Puducherry,2020,7,0.0,1.115,19.92,0.0
Puducherry,2020,8,0.0,1.175,18.72,0.0
Puducherry,2020,9,0.0,1.15,19.19,0.0
Puducherry,2020,10,0.0,1.025,22.06,0.0
Puducherry,2020,11,0.0,1.11,19.98,0.0
Puducherry,2020,12,0.0,1.05,21.36,0.0
Puducherry,2021,1,0.0,3.255,18.59,0.0
Puducherry,2021,2,0.0,4.6049999999999995,12.46,0.0
Puducherry,2021,3,0.0,2.7699999999999996,22.57,0.0
Puducherry,2021,4,0.0,2.785,22.43,0.0
Puducherry,2021,5,0.0,2.79,22.38,0.0
Puducherry,2021,6,0.0,2.835,21.92,0.0
Puducherry,2021,7,0.0,2.83,21.96,0.0
Puducherry,2021,8,0.0,2.7350000000000003,22.91,0.0
Puducherry,2021,9,0.0,2.8049999999999997,22.22,0.0
Puducherry,2021,10,0.0,2.74,22.85,0.0
Puducherry,2021,11,0.0,2.875,21.56,0.0
Puducherry,2021,12,0.0,2.835,21.92,0.0
Puducherry,2022,1,0.0,2.79,22.38,0.0
Puducherry,2022,2,0.0,3.0250000000000004,20.28,0.0
Puducherry,2022,3,0.0,2.99,20.56,0.0
Puducherry,2022,4,0.0,3.08,19.83,0.0
Puducherry,2022,5,0.0,2.9349999999999996,21.03,0.0
Puducherry,2022,6,0.0,3.25,18.63,0.0
Puducherry,2022,7,0.0,3.4749999999999996,17.2,0.0
Puducherry,2022,8,0.0,2.9000000000000004,21.34,0.0
Puducherry,2022,9,0.0,2.9450000000000003,20.93,0.0
Puducherry,2022,10,0.0,2.76,22.68,0.0
Puducherry,2022,11,0.0,2.825,22.03,0.0
Puducherry,2022,12,0.0,2.795,22.33,0.0
Puducherry,2023,1,0.0,3.455,17.32,0.0
Puducherry,2023,2,0.0,3.005,20.45,0.0
Puducherry,2023,3,0.0,2.88,21.54,0.0
Puducherry,2023,4,0.0,2.88,21.5,0.0
Puducherry,2023,5,0.0,2.9050000000000002,21.29,0.0
Puducherry,2023,6,0.0,2.795,22.3,0.0
Puducherry,2023,7,0.0,2.8200000000000003,22.1,0.0
Puducherry,2023,8,0.0,2.8200000000000003,22.09,0.0
Puducherry,2023,9,0.0,2.8449999999999998,21.83,0.0
Puducherry,2023,10,0.0,2.9450000000000003,20.96,0.0
Puducherry,2023,11,0.0,4.52,12.72,0.0
Puducherry,2023,12,0.0,2.83,21.99,0.0
Puducherry,2024,1,0.0,3.5300000000000002,16.9,0.0
Puducherry,2024,2,0.0,3.8449999999999998,15.3,0.0
Puducherry,2024,3,0.0,3.45,17.36,0.0
Puducherry,2024,4,0.0,3.3600000000000003,17.91,0.0
Puducherry,2024,5,0.0,3.1950000000000003,18.98,0.0
Puducherry,2024,6,0.0,3.2350000000000003,18.7,0.0
Puducherry,2024,7,0.0,3.2750000000000004,18.45,0.0
Puducherry,2024,8,0.0,3.16,19.23,0.0
Puducherry,2024,9,0.0,3.3049999999999997,18.26,0.0
Puducherry,2024,10,0.0,3.215,18.84,0.0
Puducherry,2024,11,0.0,3.325,18.12,0.0
Puducherry,2024,12,0.0,3.24,18.69,0.0
Puducherry,2025,1,0.0,3.375,17.81,0.0
Puducherry,2025,2,0.0,3.6900000000000004,16.05,0.0
Puducherry,2025,3,0.0,3.67,16.15,0.0
Puducherry,2025,4,0.0,6.01,9.27,0.0
Puducherry,2025,5,0.0,50.51,1.02,0.0
Puducherry,2025,6,0.0,3.455,17.32,0.0
Puducherry,2025,7,0.0,3.26,18.53,0.0
Puducherry,2025,8,0.0,3.205,18.93,0.0
Puducherry,2025,9,0.0,3.26,18.54,0.0
Punjab,2019,1,1102.19,48.915,2714.28,0.0
Punjab,2019,2,823.58,54.7,2063.02,0.0
Punjab,2019,3,902.575,76.255,2453.71,0.0
Punjab,2019,4,1019.705,73.725,2476.0,0.0
Punjab,2019,5,904.6899999999999,79.03999999999999,2588.51,1.32
Punjab,2019,6,1343.2849999999999,74.66,3460.0,7.39
Punjab,2019,7,1369.4350000000002,60.89,3399.51,0.0
Punjab,2019,8,1216.615,64.195,3167.24,0.0
Punjab,2019,9,1208.385,59.735,3089.5,0.0
Punjab,2019,10,877.0400000000001,57.144999999999996,2225.89,0.0
Punjab,2019,11,743.255,44.095,1894.78,0.0
Punjab,2019,12,769.14,29.09,1987.6,0.0
Punjab,2020,1,712.515,43.37,1927.31,0.0
Punjab,2020,2,505.08000000000004,60.575,1609.55,0.0
Punjab,2020,3,203.22,64.05,926.22,0.0
Punjab,2020,4,0.0,81.335,558.81,0.0
Punjab,2020,5,76.555,75.11500000000001,902.4,0.0
Punjab,2020,6,1049.625,66.69,2854.86,0.0
Punjab,2020,7,1256.345,67.46,3272.21,0.0
Punjab,2020,8,1346.7150000000001,60.16,3373.87,0.0
Punjab,2020,9,1329.135,61.405,3254.09,0.0
Punjab,2020,10,521.74,64.8,1624.32,0.0
Punjab,2020,11,177.135,43.875,829.42,0.0
Punjab,2020,12,705.09,42.855,1943.82,0.0
Punjab,2021,1,940.585,38.654999999999994,2304.99,0.0
Punjab,2021,2,910.85,54.964999999999996,2243.28,0.0
Punjab,2021,3,1045.31,65.69,2444.25,0.0
Punjab,2021,4,910.74,75.605,2079.03,0.0
Punjab,2021,5,750.345,68.03500000000001,1928.21,0.0
Punjab,2021,6,1132.55,71.265,2994.08,0.0
Punjab,2021,7,1251.0,64.435,3250.83,0.0
Punjab,2021,8,1412.7749999999999,68.33,3582.02,0.0
Punjab,2021,9,946.9200000000001,58.155,2532.62,0.0
Punjab,2021,10,1106.74,64.885,2628.68,0.0
Punjab,2021,11,769.2149999999999,65.735,1935.48,0.0
Punjab,2021,12,796.73,56.88,2100.3,0.0
Punjab,2022,1,1004.265,42.809999999999995,2281.38,0.0
Punjab,2022,2,1130.835,42.58,2612.29,0.0
Punjab,2022,3,1341.92,87.325,3202.8,0.0
Punjab,2022,4,1420.5249999999999,85.22,3294.46,0.0
Punjab,2022,5,1388.145,97.005,3250.9,0.0
Punjab,2022,6,1493.535,102.145,3672.04,0.0
Punjab,2022,7,1328.765,81.33,3233.95,0.0
Punjab,2022,8,1562.905,93.31,3891.17,0.0
Punjab,2022,9,1269.52,113.25999999999999,3237.68,0.0
Punjab,2022,10,1014.39,147.0,2693.92,0.0
Punjab,2022,11,1173.525,146.51000000000002,2972.24,0.0
Punjab,2022,12,1426.3100000000002,123.83500000000001,3541.5,0.0
Punjab,2023,1,1563.285,126.27,3732.05,0.0
Punjab,2023,2,1173.555,147.185,3044.97,0.0
Punjab,2023,3,1409.3600000000001,168.625,3510.52,0.0
Punjab,2023,4,1451.5200000000002,174.17,3494.57,0.0
Punjab,2023,5,1332.8400000000001,181.105,3382.18,0.0
Punjab,2023,6,1433.915,167.76500000000001,3688.0,0.0
Punjab,2023,7,1333.91,155.095,3683.1,0.0
Punjab,2023,8,1720.135,165.185,4472.36,0.0
Punjab,2023,9,1393.925,161.165,3695.16,0.0
Punjab,2023,10,1457.355,156.01,3599.41,0.0
Punjab,2023,11,1174.87,36.29,2704.24,0.0
Punjab,2023,12,1332.805,38.005,3195.85,0.0
Punjab,2024,1,1500.2800000000002,19.9,3356.83,0.0
Punjab,2024,2,1256.06,51.660000000000004,2898.95,0.0
Punjab,2024,3,1318.2549999999999,68.185,3091.03,0.0
Punjab,2024,4,1513.26,65.60000000000001,3484.35,0.0
Punjab,2024,5,1694.555,69.77999999999999,4018.37,0.0
Punjab,2024,6,1656.255,61.85,3976.34,0.0
Punjab,2024,7,1734.425,69.11,4225.44,0.0
Punjab,2024,8,1424.485,61.795,3463.26,0.0
Punjab,2024,9,1537.305,59.945,3705.62,0.0
Punjab,2024,10,1483.9650000000001,63.605,3407.12,0.0
Punjab,2024,11,1051.485,36.97,2415.41,0.0
Punjab,2024,12,1251.2150000000001,41.37,3071.5,0.0
Punjab,2025,1,1298.325,46.635,2985.97,0.0
Punjab,2025,2,1220.86,56.55,2806.07,0.0
Punjab,2025,3,1415.345,73.31500000000001,3288.78,0.0
Punjab,2025,4,1489.775,72.07499999999999,3285.51,0.0
Punjab,2025,5,1455.81,73.64999999999999,3309.77,0.0
Punjab,2025,6,1647.52,62.1,3952.8,0.0
Punjab,2025,7,1739.935,56.265,4163.04,0.0
Punjab,2025,8,1446.795,52.515,3565.35,0.0
Punjab,2025,9,1348.1399999999999,62.865,3374.66,0.0
Rajasthan,2019,1,2360.16,227.71,6456.8,158.7
Rajasthan,2019,2,1952.375,251.02,5488.11,196.015
Rajasthan,2019,3,1942.75,276.405,5620.17,199.88
Rajasthan,2019,4,1831.7749999999999,268.895,5329.63,210.98499999999999
Rajasthan,2019,5,2035.26,309.59499999999997,6143.71,304.905
Rajasthan,2019,6,2179.875,309.545,6517.83,367.52500000000003
Rajasthan,2019,7,1867.215,266.9,6234.33,585.565
Rajasthan,2019,8,1776.295,269.585,5556.88,316.985
Rajasthan,2019,9,1957.0500000000002,313.835,5800.03,178.07000000000002
Rajasthan,2019,10,1844.44,357.7,5431.46,107.06
Rajasthan,2019,11,1909.7150000000001,286.835,5693.74,219.325
Rajasthan,2019,12,2124.83,334.22,6149.03,207.77499999999998
Rajasthan,2020,1,2157.1349999999998,356.15000000000003,6249.39,202.94
Rajasthan,2020,2,2086.33,426.575,6023.12,202.72
Rajasthan,2020,3,1546.8,455.355,5145.88,226.11
Rajasthan,2020,4,1061.25,460.255,4266.94,239.14
Rajasthan,2020,5,1631.385,489.625,5697.24,347.055
Rajasthan,2020,6,1697.9099999999999,460.41499999999996,5926.15,428.40000000000003
Rajasthan,2020,7,1918.625,450.71,6269.59,387.53
Rajasthan,2020,8,1640.56,402.93499999999995,5530.56,302.015
Rajasthan,2020,9,1907.105,425.115,5620.23,145.025
Rajasthan,2020,10,2092.2149999999997,450.625,5991.89,134.29000000000002
Rajasthan,2020,11,2096.185,387.775,5913.1,133.67
Rajasthan,2020,12,2258.02,405.085,6492.56,226.55
Rajasthan,2021,1,2277.135,406.82,6362.52,191.915
Rajasthan,2021,2,2164.125,441.085,5914.79,120.52
Rajasthan,2021,3,2245.045,501.03499999999997,6621.73,247.08
Rajasthan,2021,4,1988.265,523.78,6261.05,233.985
Rajasthan,2021,5,1675.5900000000001,526.56,6066.77,391.005
Rajasthan,2021,6,1554.875,569.17,6029.74,501.08
Rajasthan,2021,7,2091.6400000000003,568.38,7131.45,508.52
Rajasthan,2021,8,1921.065,649.02,6840.11,509.09499999999997
Rajasthan,2021,9,1601.015,593.755,5490.03,151.13000000000002
Rajasthan,2021,10,1967.1100000000001,789.33,6796.24,180.705
Rajasthan,2021,11,2193.1899999999996,697.9499999999999,6764.11,134.565
Rajasthan,2021,12,2519.4350000000004,656.125,7409.02,151.585
Rajasthan,2022,1,2485.73,889.5050000000001,7850.19,131.525
Rajasthan,2022,2,2449.825,1019.245,8124.37,181.42000000000002
Rajasthan,2022,3,2709.585,1248.325,9234.32,220.07000000000002
Rajasthan,2022,4,2432.69,1309.695,8680.73,236.42499999999998
Rajasthan,2022,5,2438.705,1475.125,9757.73,551.9
Rajasthan,2022,6,2428.9449999999997,1426.4699999999998,9420.13,552.02
Rajasthan,2022,7,2248.4249999999997,1230.52,8216.34,269.59000000000003
Rajasthan,2022,8,2073.8399999999997,1293.71,8114.89,277.495
Rajasthan,2022,9,2274.125,1542.18,8850.19,247.17
Rajasthan,2022,10,2172.4500000000003,1603.65,8567.75,123.175
Rajasthan,2022,11,2322.1650000000004,1386.1599999999999,8335.12,125.725
Rajasthan,2022,12,2564.2749999999996,1436.0149999999999,8965.99,142.07
Rajasthan,2023,1,2606.72,1507.8600000000001,9382.43,238.43499999999997
Rajasthan,2023,2,2412.2549999999997,1516.8400000000001,8675.39,138.845
Rajasthan,2023,3,2326.685,1704.3249999999998,8996.78,186.955
Rajasthan,2023,4,2315.41,1715.635,9411.38,341.875
Rajasthan,2023,5,2463.935,1767.22,10025.98,445.0
Rajasthan,2023,6,2500.25,1678.85,10163.74,552.8149999999999
Rajasthan,2023,7,2218.5150000000003,1593.6299999999999,9062.68,369.075
Rajasthan,2023,8,2611.455,1546.2549999999999,10611.74,737.635
Rajasthan,2023,9,2543.725,1649.4050000000002,9659.17,284.685
Rajasthan,2023,10,2737.455,1650.365,9977.12,303.565
Rajasthan,2023,11,2346.51,1217.515,8222.81,182.665
Rajasthan,2023,12,2468.915,1466.035,9131.65,248.57999999999998
Rajasthan,2024,1,2856.1549999999997,1398.125,9564.12,169.14
Rajasthan,2024,2,2648.98,1662.6599999999999,9927.24,285.71000000000004
Rajasthan,2024,3,2838.8849999999998,2033.59,11089.59,317.125
Rajasthan,2024,4,2805.8,1996.5600000000002,10682.92,260.38500000000005
Rajasthan,2024,5,2863.66,2274.9849999999997,11759.91,396.32
Rajasthan,2024,6,2906.47,2138.025,11743.89,488.575
Rajasthan,2024,7,2725.4599999999996,2092.36,11086.57,391.915
Rajasthan,2024,8,2396.91,1662.01,9778.94,426.9
Rajasthan,2024,9,2556.2400000000002,2004.1000000000001,10269.65,222.22
Rajasthan,2024,10,2515.2650000000003,2159.6549999999997,10516.26,170.20499999999998
Rajasthan,2024,11,2648.14,1945.74,10194.55,88.77
Rajasthan,2024,12,2774.38,1868.225,10757.79,331.64
Rajasthan,2025,1,2955.18,1944.45,11043.02,225.01500000000001
Rajasthan,2025,2,2838.9750000000004,1902.5249999999999,10526.0,218.565
Rajasthan,2025,3,2845.075,2786.855,12412.28,281.815
Rajasthan,2025,4,2663.2,2866.65,12533.83,339.2
Rajasthan,2025,5,2458.06,2697.895,12132.14,462.21999999999997
Rajasthan,2025,6,2193.395,2459.3799999999997,11319.68,467.21
Rajasthan,2025,7,2041.605,2337.435,10650.32,403.305
Rajasthan,2025,8,2160.87,2416.7,11210.52,421.88
Rajasthan,2025,9,2151.22,2499.1150000000002,11179.15,348.72499999999997
Sikkim,2019,1,0.0,0.0,275.22,0.0
Sikkim,2019,2,0.0,0.0,246.32,0.0
Sikkim,2019,3,0.0,0.0,391.99,0.0
Sikkim,2019,4,0.0,0.0,734.22,0.0
Sikkim,2019,5,0.0,0.0,1253.15,0.0
Sikkim,2019,6,0.0,0.0,1420.13,0.0
Sikkim,2019,7,0.0,0.0,1628.75,0.0
Sikkim,2019,8,0.0,0.0,1513.28,0.0
Sikkim,2019,9,0.0,0.0,1598.93,0.0
Sikkim,2019,10,0.0,0.0,1134.1,0.0
Sikkim,2019,11,0.0,0.0,536.73,0.0
Sikkim,2019,12,0.0,0.0,366.57,0.0
Sikkim,2020,1,0.0,0.0,305.32,0.0
Sikkim,2020,2,0.0,0.0,256.95,0.0
Sikkim,2020,3,0.0,0.0,345.53,0.0
Sikkim,2020,4,0.0,0.0,571.98,0.0
Sikkim,2020,5,0.0,0.0,1072.56,0.0
Sikkim,2020,6,0.0,0.0,1590.14,0.0
Sikkim,2020,7,0.0,0.0,1620.89,0.0
Sikkim,2020,8,0.0,0.0,1596.12,0.0
Sikkim,2020,9,0.0,0.0,1505.09,0.0
Sikkim,2020,10,0.0,0.0,1167.8,0.0
Sikkim,2020,11,0.0,0.0,546.3,0.0
Sikkim,2020,12,0.0,0.0,385.81,0.0
Sikkim,2021,1,0.0,0.0,308.97,0.0
Sikkim,2021,2,0.0,0.0,234.12,0.0
Sikkim,2021,3,0.0,0.0,335.7,0.0
Sikkim,2021,4,0.0,0.0,504.92,0.0
Sikkim,2021,5,0.0,0.0,1020.49,0.0
Sikkim,2021,6,0.0,0.0,1455.79,0.0
Sikkim,2021,7,0.0,0.0,1730.51,0.0
Sikkim,2021,8,0.0,0.0,1768.1,0.0
Sikkim,2021,9,0.0,0.0,1643.71,0.0
Sikkim,2021,10,0.0,0.0,1230.92,0.0
Sikkim,2021,11,0.0,0.0,701.14,0.0
Sikkim,2021,12,0.0,0.0,427.55,0.0
Sikkim,2022,1,0.0,0.0,307.83,0.0
Sikkim,2022,2,0.0,0.0,244.15,0.0
Sikkim,2022,3,0.0,0.0,471.16,0.0
Sikkim,2022,4,0.0,5.76,884.27,0.0
Sikkim,2022,5,0.0,0.0,1026.33,0.0
Sikkim,2022,6,0.0,0.0,1565.12,0.0
Sikkim,2022,7,0.0,0.0,1723.76,0.0
Sikkim,2022,8,0.0,0.0,1694.28,0.0
Sikkim,2022,9,0.0,0.0,1655.13,0.0
Sikkim,2022,10,0.0,0.0,1351.59,0.0
Sikkim,2022,11,0.0,0.0,583.95,0.0
Sikkim,2022,12,0.0,0.0,394.05,0.0
Sikkim,2023,1,0.0,0.0,280.69,0.0
Sikkim,2023,2,0.0,0.0,227.17,0.0
Sikkim,2023,3,0.0,0.0,333.16,0.0
Sikkim,2023,4,0.0,0.0,546.28,0.0
Sikkim,2023,5,0.0,0.0,917.3,0.0
Sikkim,2023,6,0.0,0.0,1415.31,0.0
Sikkim,2023,7,0.0,0.0,1784.0,0.0
Sikkim,2023,8,0.0,0.0,1795.38,0.0
Sikkim,2023,9,0.0,0.0,1506.95,0.0
Sikkim,2023,10,0.0,0.0,353.33,0.0
Sikkim,2023,11,0.0,0.0,111.3,0.0
Sikkim,2023,12,0.0,0.0,71.78,0.0
Sikkim,2024,1,0.0,0.0,48.19,0.0
Sikkim,2024,2,0.0,0.0,30.7,0.0
Sikkim,2024,3,0.0,0.0,41.7,0.0
Sikkim,2024,4,0.0,0.0,75.24,0.0
Sikkim,2024,5,0.0,0.0,87.6,0.0
Sikkim,2024,6,0.0,0.0,230.69,0.0
Sikkim,2024,7,0.0,0.0,350.62,0.0
