State,year,month,Coal,Solar,Total Generation,Wind
West Bengal,2021,1,3509.995,3.7849999999999997,7277.33,0.0
West Bengal,2021,2,3279.6749999999997,4.315,6756.84,0.0
West Bengal,2021,3,4207.635,5.135,8612.9,0.0
West Bengal,2021,4,3913.2250000000004,5.1450000000000005,8022.62,0.0
West Bengal,2021,5,3328.8999999999996,4.815,6952.62,0.0
West Bengal,2021,6,3349.545,3.71,7121.65,0.0
West Bengal,2021,7,3388.895,3.89,7223.68,0.0
West Bengal,2021,8,3219.925,3.665,6921.86,0.0
West Bengal,2021,9,3173.87,3.6700000000000004,6818.13,0.0
West Bengal,2021,10,3313.205,3.805,7024.66,0.0
West Bengal,2021,11,3409.295,3.81,7114.66,0.0
West Bengal,2021,12,3802.97,3.27,7845.57,0.0
West Bengal,2022,1,3713.0750000000003,3.7249999999999996,7637.69,0.0
West Bengal,2022,2,3414.665,4.585,7036.07,0.0
West Bengal,2022,3,4146.054999999999,5.705,8532.43,0.0
West Bengal,2022,4,3826.2400000000002,5.24,7960.91,0.0
West Bengal,2022,5,3810.0,5.88,7973.01,0.0
West Bengal,2022,6,3671.03,4.875,7759.3,0.0
West Bengal,2022,7,3598.83,4.995,7650.0,0.0
West Bengal,2022,8,3496.235,4.665,7443.45,0.0
West Bengal,2022,9,3387.44,4.630000000000001,7246.56,0.0
West Bengal,2022,10,3546.02,5.505,7559.44,0.0
West Bengal,2022,11,3559.1299999999997,5.6850000000000005,7423.59,0.0
West Bengal,2022,12,3565.6749999999997,5.135000000000001,7431.18,0.0
West Bengal,2023,1,3981.8599999999997,4.805,8251.41,0.0
West Bengal,2023,2,3777.525,5.615,7788.44,0.0
West Bengal,2023,3,4151.240000000001,6.3,8508.0,0.0
West Bengal,2023,4,4125.585,6.640000000000001,8489.57,0.0
West Bengal,2023,5,3915.5099999999998,6.735,8144.18,0.0
West Bengal,2023,6,3754.05,6.74,7873.12,0.0
West Bengal,2023,7,3638.585,5.235,7707.61,0.0
West Bengal,2023,8,3656.0099999999998,4.359999999999999,7741.83,0.0
West Bengal,2023,9,3565.55,4.359999999999999,7540.45,0.0
West Bengal,2023,10,3730.03,9.415,7786.41,0.0
West Bengal,2023,11,3777.7850000000003,8.764999999999999,7762.35,0.0
West Bengal,2023,12,3603.605,8.155,7429.38,0.0
West Bengal,2024,1,3755.53,4.8149999999999995,7746.56,0.0
West Bengal,2024,2,3677.6749999999997,9.11,7565.81,0.0
West Bengal,2024,3,4126.79,10.89,8463.55,0.0
West Bengal,2024,4,3990.4100000000003,11.975,8191.04,0.0
West Bengal,2024,5,3999.2850000000003,12.15,8240.98,0.0
West Bengal,2024,6,4070.905,11.47,8450.81,0.0
West Bengal,2024,7,3916.4449999999997,9.165,8189.62,0.0
West Bengal,2024,8,3701.645,7.85,7804.64,0.0
West Bengal,2024,9,3775.1349999999998,12.575,7922.51,0.0
West Bengal,2024,10,4206.92,14.38,8798.22,0.0
West Bengal,2024,11,3788.63,14.795,7826.05,0.0
West Bengal,2024,12,3861.28,14.055000000000001,7954.59,0.0
West Bengal,2025,1,3903.925,15.465,8050.61,0.0
West Bengal,2025,2,3716.64,16.62,7662.91,0.0
West Bengal,2025,3,4224.51,21.845,8692.39,0.0
West Bengal,2025,4,3921.395,22.055,8096.83,0.0
West Bengal,2025,5,3895.355,20.405,8080.16,0.0
West Bengal,2025,6,3815.685,16.285,7957.76,0.0
West Bengal,2025,7,3878.025,13.855,8110.86,0.0
West Bengal,2025,8,3758.305,14.700000000000001,7911.93,0.0
West Bengal,2025,9,3571.83,16.29,7560.3,0.0
